ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
2652,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Tax Day will be moved from April 15 to July 15. No interest or penalties will be charged for filing during this extended window, but any American expecting refunds or credits may claim now to get their money sooner.
To minimize impact on our nation’s students, the Department of Education is temporarily waiving all interest on federally held student loans. Secretary Betsy DeVos has also directed federal lenders to allow borrowers to suspend their student loan payments without penalty for at least the next 60 days.",Not applicable,20/03/2020,White House,Government,https://www.whitehouse.gov/articles/president-trump-actions-to-confront-pandemic/,26/03/2020,
2653,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Yes,Trump Approves New York Disaster Declaration,Not applicable,20/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-new-york-disaster-declaration-5/,26/03/2020,
2654,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Yes,Trump Approves Washington Disaster Declaration,Not applicable,22/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-washington-disaster-declaration-2/,26/03/2020,
2655,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,No,Memorandum on Providing Federal Support for Governors’ Use of the National Guard to Respond to COVID-19,Not applicable,22/03/2020,White House,Government,https://www.whitehouse.gov/presidential-actions/memorandum-providing-federal-support-governors-use-national-guard-respond-covid-19/,26/03/2020,
2656,United States of America,USA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,The White House announced the launch of the COVID-19 High Performance Computing Consortium to provide COVID-19 researchers worldwide with access to the world’s most powerful high performance computing resources that can significantly advance the pace of scientific discovery in the fight to stop the virus.,Not applicable,23/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/white-house-announces-new-partnership-unleash-u-s-supercomputing-resources-fight-covid-19/,26/03/2020,
2657,United States of America,USA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"Executive Order on Preventing Hoarding of Health and Medical Resources to Respond to the Spread of COVID-19 "" The Secretary shall adopt and revise appropriate rules and regulations as may be necessary to implement this order.

""",Other (add in comments),23/03/2020,White House,Government,https://www.whitehouse.gov/presidential-actions/executive-order-preventing-hoarding-health-medical-resources-respond-spread-covid-19/,26/03/2020,
2658,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Yes, Trump Approves Iowa Disaster Declaration,Not applicable,24/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-iowa-disaster-declaration-5/,26/03/2020,
2659,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Yes,Trump Approves Louisiana Disaster Declaration,Not applicable,24/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-louisiana-disaster-declaration-4/,26/03/2020,
2660,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Yes, Trump Approves Texas Disaster Declaration,Not applicable,25/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-texas-disaster-declaration-6/,26/03/2020,
2661,United States of America,USA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Yes,Trump Approves Florida Disaster Declaration,Not applicable,25/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-florida-disaster-declaration-4/,26/03/2020,
2662,United States of America,USA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,$16 billion in funding for the purchase of personal protective equipment — you know about that — such as masks and respirators through the Strategic National Stockpile.,Not applicable,25/03/2020,White House,Government,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-11/,27/03/2020,
45,Uruguay,URY,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"People from France, Spain, Italy, Germany, Singappor, South Korea, Iran, China",Not applicable,13/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/uruguay/,14/03/2020,
2051,Uruguay,URY,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,"Only LATAM will operate flights from Montevideo to São Paulo, Brazil and Santiago de Chile, Chile until 31 March 2020.",Not applicable,23/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/uruguay/coronavirus,24/03/2020,
2052,Uruguay,URY,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,Health and sanitary emergency declared,Not applicable,13/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/msp-informa-acciones-realizadas-ante-emergencia-covid-19-comision-salud-del,24/03/2020,
2053,Uruguay,URY,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,"Anybody in contact with infected patient, or with symptoms, should quarantine for 14 days.",Not applicable,13/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/msp-informa-acciones-realizadas-ante-emergencia-covid-19-comision-salud-del,24/03/2020,
2054,Uruguay,URY,,,Americas,Introduction / extension of measures,Public health measures,Awareness campaigns,No,"Campaign ""Plan Nacional Coronavirus Covid-19""",Not applicable,14/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/msp-informa-acciones-realizadas-ante-emergencia-covid-19-comision-salud-del,24/03/2020,
2055,Uruguay,URY,,,Americas,Introduction / extension of measures,Social distancing,Schools closure ,No,All schools are closed until further notice.,Not applicable,15/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/msp-informa-acciones-realizadas-ante-emergencia-covid-19-comision-salud-del,24/03/2020,
2056,Uruguay,URY,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,All flights from Europe are suspended.,Not applicable,15/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/msp-informa-acciones-realizadas-ante-emergencia-covid-19-comision-salud-del,24/03/2020,
2057,Uruguay,URY,,,Americas,Introduction / extension of measures,Movement restrictions,Border closure ,No,All borders with Argentina are closed.,Not applicable,16/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/msp-informa-acciones-realizadas-ante-emergencia-covid-19-comision-salud-del,24/03/2020,
2058,Uruguay,URY,,,Americas,Introduction / extension of measures,Lockdown,Partial lockdown,No,65+ are asked to remain at home. ,Not applicable,24/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/actualmente-se-registran-189-casos-coronavirus-covid-19-uruguay,24/03/2020,
2059,Uruguay,URY,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Suspension of all touristic travels abroad.,Not applicable,25/03/2020,MoH,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/actualmente-se-registran-189-casos-coronavirus-covid-19-uruguay,24/03/2020,
2060,Uruguay,URY,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Flights from US and EU are suspended.,Not applicable,19/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/uruguay/,24/03/2020,
2061,Uruguay,URY,,,Americas,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,"In the case of suspected COVID-19 cases detected on flights to Montevideo or at the Carrasco International airport, the individuals will be transported by a disease control group via ambulance to a hospital, clinic, or home quarantine.",Not applicable,13/03/2020,US Embassy,Government,https://uy.usembassy.gov/covid-19-information/,24/03/2020,
3308,Uruguay,URY,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Creation of a 'coronavirus fund' aimed at financing the public response to the crisis. ,Not applicable,27/03/2020,Government — Uruguay,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-0,31/03/2020,
3309,Uruguay,URY,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Delivery of basic food supply to households in needs. ,Not applicable,27/03/2020,Government — Uruguay,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-0,31/03/2020,
3310,Uruguay,URY,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,"Reduction in public transports, especially during week-ends. ",Not applicable,27/03/2020,Government — Uruguay,Government,https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-0,31/03/2020,
273,Uzbekistan,UZB,,,Asia,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,"South Korea, Afghanistan, Iran, and Italy",Not applicable,02/03/2020,Garda,Other,https://www.garda.com/crisis24/news-alerts/319461/uzbekistan-uzbekistan-suspends-flights-to-several-countries-amid-covid-19-outbreak-march-2-update-1,15/03/2020,
274,Uzbekistan,UZB,,,Asia,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,International events and conferences,Not applicable,,US Embassy,Government,https://uz.usembassy.gov/covid-19-information/?_ga=2.118763401.1601748976.1584185584-1155192847.1584185584,15/03/2020,
275,Uzbekistan,UZB,,,Asia,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Everyone travelling from affected areas,Not applicable,,US Embassy,Government,https://uz.usembassy.gov/covid-19-information/?_ga=2.118763401.1601748976.1584185584-1155192847.1584185584,15/03/2020,
137,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"People travelling from China, Hong Kong, Macau, Taiwan, South Korea, Japan, Singapore, Iran, Italy",Refusal to enter the country,11/02/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/VUT,15/03/2020,
138,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"People travelling from China, Hong Kong, Macau, Taiwan, South Korea, Japan, Singapore, Iran, Italy in a thord country at least 14 days before entering Vanuatu",Refusal to enter the country,08/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/vanuatu/,15/03/2020,
871,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,Health Officials are stationed at the airside both at Port Vila International Airport and Santo International Airport to screen all incoming passengers and crew for suspected symptoms of acute respiratory illness,,08/03/2020,Dept Immigration,Government,https://immigration.gov.vu/images/covid-19/Public_Advisory__6_National_taskforce_COVID-19_6_March_2020.pdf,20/03/2020,
872,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,"Health Officials are stationed at all international seaports during arrival of vessels (Port Vila, Luganville and Mystery Island) to screen all incoming passengers and crew for suspected symptoms of acute respiratory illness",,08/03/2020,Dept Immigration,Government,https://immigration.gov.vu/images/covid-19/Public_Advisory__6_National_taskforce_COVID-19_6_March_2020.pdf,20/03/2020,
1511,Vanuatu,VUT,Aneityum,,Pacific,Introduction / extension of measures,Lockdown,Partial lockdown,Yes,"Aneityum Island and the small, adjoining Mystery Island, are now ""under temporary lockdown"" after a passenger reportedly infected while onboard the cruise ship, Voyager of the Seas, visited the island",Not available,22/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412385/vanuatu-island-under-lockdown-after-cruise-ship-visit,23/03/2020,
1512,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Movement restrictions,Border closure ,Yes,"All Vanuatu ports of entry now closed. Special considerations for foreign diplomatic missions, international organisations in Vanuatu, medivac, and evacuations",Refusal to enter the country,20/03/2020,Vanuatu Immigration Dept,Government,https://immigration.gov.vu/images/covid-19/Advisory_8_on_Coronavirus.pdf,23/03/2020,
1513,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Foreign going vessels must provide additional documentation to Harbour Master & Health Surveillance team at least 24 hours prior to arrival to get clearance approved,Refusal to enter the country,20/03/2020,Vanuatu Immigration Dept,Government,https://immigration.gov.vu/images/covid-19/Advisory_8_on_Coronavirus.pdf,23/03/2020,
1514,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"Permanent residents, diplomats  and citizens of Vanuatu can return to the country but are subject to 14 days quarantine upon arrival before they can go back to their families and communities",Other (add in comments),20/03/2020,Vanuatu Immigration Dept,Government,https://immigration.gov.vu/images/covid-19/Advisory_8_on_Coronavirus.pdf,23/03/2020,
2622,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,Vanuatu declares State of Emergency over Covid-19,Not available,26/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412660/vanuatu-declares-state-of-emergency-over-covid-19,26/03/2020,
2623,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Govt confirms the right information comes from the health authority or from the NDMO,Not applicable,26/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412660/vanuatu-declares-state-of-emergency-over-covid-19,26/03/2020,
3385,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,"The public is no longer allowed to congregate or sit in kava bars, and they must close by 7:30 pm. Meanwhile, restaurants in the capital, Port Vila, will no longer be allowed to have dine-in customers. Takeaway food will still be available.",Not applicable,01/04/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413105/nakamals-in-vanuatu-allowed-to-offer-takeaway-kava,04/01/2020,
3386,Vanuatu,VUT,Luganville,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,The mayor of Vanuatu's Luganville says he will shut down any shops that increase their prices during the current State of Emergency.,Other (add in comments),01/04/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413121/luganville-mayor-warns-shops-against-price-gouging,04/01/2020,
3387,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Vanuatu's caretaker prime minister has announced a $US32 million stimulus package to support the country's economy during the Covid-19 global pandemic.,Not applicable,01/04/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413128/vanuatu-s-salwai-announces-covid-19-stimulus-package,04/01/2020,
4385,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,"all inter-island passenger shipping services suspended during the State of Emergency. ""The exception will be given to the transportation of cargo supplies, on a case by case basis as authorized by NDMO,"" Mr Leingkone stated. All inter-island cargo ships need to have NDMO approved protocols for handling cargo in compliance with good hygiene practices and social distancing. Chair of the Tafea Emergency Operation Centre Joe Iautim said ships that go to Tafea ports must be clean and have hand-washing facilities.",Arrest/Detention,31/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413385/vanuatu-captain-detained-for-breaking-covid-19-shipping-rules,08/04/2020,https://dailypost.vu/news/inter-island-shipping-to-cease-passenger-services/article_d31b9cc2-7208-11ea-ac95-6399c89213ed.html
4386,Vanuatu,VUT,,,Pacific,Phase-out measure,Social distancing,Limit public gatherings,No,"Yesterday, the government relaxed its conditions in light of TC Harold as the country contends with dual emergencies, allowing people to travel to seek shelter, and to congregate in evacuation centres.",Not applicable,05/04/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413549/cyclone-harold-updates-storm-makes-landfall-on-vanuatu-s-santo,08/04/2020,
4387,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,The Department of Agriculture and Rural Development (DARD) is currently implementing the COVID-19 Food Security Response Plan endorsed by the Food Security and Agriculture Cluster (FSAC).,Not applicable,02/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/dard-implements-covid-19-food-security-response-plan/article_221a511c-7464-11ea-8002-cb72caf174ae.html,08/04/2020,
4388,Vanuatu,VUT,Saratamata ,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,The PENAMA Emergency Operation Centre (PEOC) at Saratamata on Ambae has been activated following the State of Emergency (SOE) and it is focusing on preparedness planning for COVID-19.,Not applicable,02/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/penama-emergency-operation-centre-activated/article_d635dba0-7462-11ea-bba7-5b05753574c3.html,08/04/2020,
4389,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Other public health measures enforced,Yes,All business houses must have handwashing facilities,Not applicable,02/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/all-business-houses-must-have-handwashing-facilities/article_be087f8e-7461-11ea-a599-af339c26ae7c.html,08/04/2020,
4390,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,The government will grant school fee exemption in 2020 in addition to other packages such as increasing internet capacity to schools for students to study online,Not applicable,03/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/school-fee-exemption/article_b9f1a02e-7529-11ea-9c52-47df04282b02.html,08/04/2020,
4391,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Reserve Bank of Vanuatu Reduces Its Policy Interest Rate,Not applicable,03/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/reserve-bank-of-vanuatu-reduces-its-policy-interest-rate/article_11abfc64-752b-11ea-9164-1bef29235609.html,08/04/2020,
4392,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,The China Civil Engineering Construction Corporation (CCECC) is supporting the government and people of Vanuatu by providing 12 units of container houses to be used as the Isolation Centre at the Vila Central Hospital (VCH).,Not applicable,03/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/ccecc-helps-vila-central-hospital-boost-covid-19-response/article_e9d2718c-752a-11ea-a26a-430fd02626f4.html,08/04/2020,
4393,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Public health measures,Awareness campaigns,Yes,COVID-19 information to be verified by NDMO prior to publication,Not applicable,03/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/covid-19-information-to-be-verified-by-ndmo-prior-to-publication/article_a486fe16-752c-11ea-9434-f72bb8386e16.html,08/04/2020,
4394,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Social distancing,Schools closure ,Yes,Remaining schools within Vanuatu to suspend operations,Not applicable,03/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/remaining-schools-within-vanuatu-to-suspend-operations/article_6a844f48-752c-11ea-82dd-735be2a35349.html,08/04/2020,
4395,Vanuatu,VUT,,,Pacific,Phase-out measure,Movement restrictions,Domestic travel restrictions,Yes,Passenger services of both inter-island vessels and domestic airline carriers will commence after cyclone Harold.,Not applicable,07/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/passenger-transportation-to-commence-again-after-tc-harold/article_e89f9eaa-7851-11ea-bb42-33bba495e892.html,08/04/2020,
4396,Vanuatu,VUT,,,Pacific,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,"TC Harold response COVID-19 guidelines established: intl border restrictions remain.“People from countries with local transmission of COVID-19 are not allowed to enter the country. If they still want to come, they will have to go through isolation before entry,” he said.“ People from countries with no COVID-19 cases are allowed but only if a request is made through NDMO. The govt will only accept cargo or relief that is requested and facilitated by NDMO but not unsolicited donations. People and agencies with presence in the country to support the government respond to the COVID-19 crisis and other disasters like the category 5 cyclone that is battering the country.",Not applicable,07/04/2020,Vanuatu Daily Post,Media,https://dailypost.vu/news/passenger-transportation-to-commence-again-after-tc-harold/article_e89f9eaa-7851-11ea-bb42-33bba495e892.html,08/04/2020,
74,Venezuela,VEN,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,From Europe and Colombia,Not applicable,15/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,14/03/2020,
75,Venezuela,VEN,,,Americas,Introduction / extension of measures,Social distancing,Limit public gatherings,No,,Not applicable,15/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,14/03/2020,
77,Venezuela,VEN,,,Americas,Introduction / extension of measures,Social distancing,Schools closure ,No,,Not applicable,15/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,14/03/2020,
78,Venezuela,VEN,,,Americas,Introduction / extension of measures,Social distancing,Public services closure ,No,,Not applicable,15/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,14/03/2020,
770,Venezuela,VEN,,,Americas,Introduction / extension of measures,Lockdown,Partial lockdown,No,Partial quarantine expanded to entire country.,Not available,16/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-venezuela/venezuelans-say-they-need-to-go-out-to-work-despite-coronavirus-quarantine-idUSKBN2132FD,17/03/2020,
771,Venezuela,VEN,,,Americas,Introduction / extension of measures,Movement restrictions,Checkpoints within the country,No,military checkpoints established along roads,Not available,16/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-venezuela/venezuelans-say-they-need-to-go-out-to-work-despite-coronavirus-quarantine-idUSKBN2132FD,17/03/2020,
2088,Venezuela,VEN,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,National 'Social and Collective Quarantine',Not available,17/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,24/03/2020,
2089,Venezuela,VEN,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,All transports are limited to the strict minimum (i.e. buying food or medication),Not available,17/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,24/03/2020,
2090,Venezuela,VEN,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,All international flights are suspended until further notice.,Not applicable,18/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,24/03/2020,
2091,Venezuela,VEN,,,Americas,Introduction / extension of measures,Social distancing,Limit public gatherings,No,All public gathering are forbidden and all indoors public space should be closed.,Not available,17/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,24/03/2020,
2092,Venezuela,VEN,,,Americas,Introduction / extension of measures,Social distancing,Schools closure ,No,All schools are closed.,Not available,16/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/venezuela/,24/03/2020,
3311,Venezuela,VEN,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,No,The council of state declares itself in permanent session to coordinate the covid-19 response.,Not applicable,31/03/2020,Government — Venezuela,Government,http://vicepresidencia.gob.ve/en-claves-propuestas-presentadas-durante-el-encuentro-del-consejo-de-estado/,31/03/2020,
3312,Venezuela,VEN,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,"Distribution of 3500 protection kits for the health workers of 5 hospitals. Measure taken by the government of Juan Guaido, which disputes presidency with that of Nicolas Maduro.",Not applicable,17/03/2020,Government — Venezuela,Government,https://presidenciave.com/coronavirus-mensaje/,31/03/2020,
3313,Venezuela,VEN,,,Americas,Introduction / extension of measures,Public health measures,Awareness campaigns,No,"Measure taken by the government of Juan Guaido, which disputes presidency with that of Nicolas Maduro.",Not applicable,17/03/2020,Government — Venezuela,Government,https://presidenciave.com/coronavirus-mensaje/,31/03/2020,
3314,Venezuela,VEN,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,"Economic funds to support the work of International NGOs in Venezuela. Measure taken by the government of Juan Guaido, which disputes presidency with that of Nicolas Maduro.",Not applicable,17/03/2020,Government — Venezuela,Government,https://presidenciave.com/coronavirus-mensaje/,31/03/2020,
561,Viet Nam,VNM,,,Asia,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"travellers from all 26 Schengen countries, UK, Northern Ireland as well as all travellers who have been to these countries in the past 14 days are not permitted to enter Vietnam",,15/03/2020,US Embassy,Government,https://vn.usembassy.gov/security-alert-u-s-embassy-hanoi-and-u-s-consulate-general-ho-chi-minh-city-vietnam-march-14-2020/,16/03/2020,
562,Viet Nam,VNM,,,Asia,Introduction / extension of measures,Movement restrictions,Visa restrictions,No,visas for all foreign nationsl are suspended,,15/03/2020,US Embassy,Government,https://vn.usembassy.gov/security-alert-u-s-embassy-hanoi-and-u-s-consulate-general-ho-chi-minh-city-vietnam-march-14-2020/,16/03/2020,
563,Viet Nam,VNM,,,Asia,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,quarantine may be applied for passengers arriving,,15/03/2020,US Embassy,Government,https://vn.usembassy.gov/security-alert-u-s-embassy-hanoi-and-u-s-consulate-general-ho-chi-minh-city-vietnam-march-14-2020/,16/03/2020,
564,Viet Nam,VNM,,,Asia,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,arriving travellers are subject to medical checks,,15/03/2020,US Embassy,Government,https://vn.usembassy.gov/security-alert-u-s-embassy-hanoi-and-u-s-consulate-general-ho-chi-minh-city-vietnam-march-14-2020/,16/03/2020,
565,Viet Nam,VNM,,,Asia,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,travellers arriving from China or have been in China during past 14 days are not permitted to enter starting 3 February,,02/03/2020,Ministry of Health,Government,https://lanhsuvietnam.gov.vn/Lists/BaiViet/B%C3%A0i%20vi%E1%BA%BFt/DispForm.aspx?List=dc7c7d75%2D6a32%2D4215%2Dafeb%2D47d4bee70eee&ID=1007,16/03/2020,
393,Yemen,YEM,,,Middle East,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,All travelers arriving in Yemen,Not applicable,,US Embassy,Government,https://ye.usembassy.gov/health-alert-022920/,15/03/2020,
394,Yemen,YEM,,,Middle East,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,Non-Yemeni nationals with recent travel to China maybe refused admission.,Not applicable,,US Embassy,Government,https://ye.usembassy.gov/health-alert-022920/,15/03/2020,
395,Yemen,YEM,,,Middle East,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Anyone exhibiting NCoV symptoms,Not applicable,,US Embassy,Government,https://ye.usembassy.gov/health-alert-022920/,15/03/2020,
399,Yemen,YEM,,,Middle East,Introduction / extension of measures,Movement restrictions,International flights suspension,No,for two weeks *including UN flights,Not applicable,18/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-yemen-flights/yemen-suspends-all-flights-for-two-weeks-over-coronavirus-idUSKBN21110A,15/03/2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
